County,Age Group,Race/Ethnicity,Dose,Residents Vaccinated,Population,Coverage
Ionia,5-11 years,"Unknown, other or suppressed",At Least One Dose,53,,
Ionia,5-11 years,"Unknown, other or suppressed",Up-To-Date,7,,
Ionia,50-64 years,"Unknown, other or suppressed",At Least One Dose,2010,,
Ionia,50-64 years,"Unknown, other or suppressed",Up-To-Date,380,,
Ionia,65-74 years,"Unknown, other or suppressed",At Least One Dose,1166,,
Ionia,65-74 years,"Unknown, other or suppressed",Up-To-Date,494,,
Ionia,75+ years,"Unknown, other or suppressed",At Least One Dose,928,,
Ionia,75+ years,"Unknown, other or suppressed",Up-To-Date,376,,
Ionia,missing,"Unknown, other or suppressed",At Least One Dose,2,,
Ionia,under 5 years,"Unknown, other or suppressed",At Least One Dose,17,,
Ionia,under 5 years,"Unknown, other or suppressed",Up-To-Date,8,,
Iosco,12-15 years,"Unknown, other or suppressed",At Least One Dose,40,,
Iosco,12-15 years,"Unknown, other or suppressed",Up-To-Date,4,,
Iosco,16-19 years,"Unknown, other or suppressed",At Least One Dose,60,,
Iosco,16-19 years,"Unknown, other or suppressed",Up-To-Date,11,,
Iosco,20-29 years,"Unknown, other or suppressed",At Least One Dose,234,,
Iosco,20-29 years,"Unknown, other or suppressed",Up-To-Date,33,,
Iosco,30-39 years,"Unknown, other or suppressed",At Least One Dose,299,,
Iosco,30-39 years,"Unknown, other or suppressed",Up-To-Date,23,,
Iosco,40-49 years,"Unknown, other or suppressed",At Least One Dose,258,,
Iosco,40-49 years,"Unknown, other or suppressed",Up-To-Date,18,,
Iosco,5-11 years,"Unknown, other or suppressed",At Least One Dose,26,,
Iosco,5-11 years,"Unknown, other or suppressed",Up-To-Date,5,,
Iosco,50-64 years,"Unknown, other or suppressed",At Least One Dose,726,,
Iosco,50-64 years,"Unknown, other or suppressed",Up-To-Date,168,,
Iosco,65-74 years,"Unknown, other or suppressed",At Least One Dose,658,,
Iosco,65-74 years,"Unknown, other or suppressed",Up-To-Date,271,,
Iosco,75+ years,"Unknown, other or suppressed",At Least One Dose,686,,
Iosco,75+ years,"Unknown, other or suppressed",Up-To-Date,274,,
Iosco,under 5 years,"Unknown, other or suppressed",At Least One Dose,4,,
Iosco,under 5 years,"Unknown, other or suppressed",Up-To-Date,1,,
Iron,12-15 years,"Unknown, other or suppressed",At Least One Dose,19,,
Iron,12-15 years,"Unknown, other or suppressed",Up-To-Date,10,,
Iron,16-19 years,"Unknown, other or suppressed",At Least One Dose,26,,
Iron,16-19 years,"Unknown, other or suppressed",Up-To-Date,9,,
Iron,20-29 years,"Unknown, other or suppressed",At Least One Dose,83,,
Iron,20-29 years,"Unknown, other or suppressed",Up-To-Date,5,,
Iron,30-39 years,"Unknown, other or suppressed",At Least One Dose,156,,
Iron,30-39 years,"Unknown, other or suppressed",Up-To-Date,16,,
Iron,40-49 years,"Unknown, other or suppressed",At Least One Dose,159,,
Iron,40-49 years,"Unknown, other or suppressed",Up-To-Date,19,,
Iron,5-11 years,"Unknown, other or suppressed",At Least One Dose,18,,
Iron,5-11 years,"Unknown, other or suppressed",Up-To-Date,11,,
Iron,50-64 years,"Unknown, other or suppressed",At Least One Dose,496,,
Iron,50-64 years,"Unknown, other or suppressed",Up-To-Date,111,,
Iron,65-74 years,"Unknown, other or suppressed",At Least One Dose,553,,
Iron,65-74 years,"Unknown, other or suppressed",Up-To-Date,192,,
Iron,75+ years,"Unknown, other or suppressed",At Least One Dose,541,,
Iron,75+ years,"Unknown, other or suppressed",Up-To-Date,194,,
Iron,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Iron,under 5 years,"Unknown, other or suppressed",At Least One Dose,4,,
Iron,under 5 years,"Unknown, other or suppressed",Up-To-Date,1,,
Isabella,12-15 years,"Unknown, other or suppressed",At Least One Dose,90,,
Isabella,12-15 years,"Unknown, other or suppressed",Up-To-Date,29,,
Isabella,16-19 years,"Unknown, other or suppressed",At Least One Dose,176,,
Isabella,16-19 years,"Unknown, other or suppressed",Up-To-Date,47,,
Isabella,20-29 years,"Unknown, other or suppressed",At Least One Dose,1245,,
Isabella,20-29 years,"Unknown, other or suppressed",Up-To-Date,122,,
Isabella,30-39 years,"Unknown, other or suppressed",At Least One Dose,924,,
Isabella,30-39 years,"Unknown, other or suppressed",Up-To-Date,127,,
Isabella,40-49 years,"Unknown, other or suppressed",At Least One Dose,930,,
Isabella,40-49 years,"Unknown, other or suppressed",Up-To-Date,137,,
Isabella,5-11 years,"Unknown, other or suppressed",At Least One Dose,73,,
Isabella,5-11 years,"Unknown, other or suppressed",Up-To-Date,26,,
Isabella,50-64 years,"Unknown, other or suppressed",At Least One Dose,1642,,
Isabella,50-64 years,"Unknown, other or suppressed",Up-To-Date,398,,
Isabella,65-74 years,"Unknown, other or suppressed",At Least One Dose,1157,,
Isabella,65-74 years,"Unknown, other or suppressed",Up-To-Date,489,,
Isabella,75+ years,"Unknown, other or suppressed",At Least One Dose,1130,,
Isabella,75+ years,"Unknown, other or suppressed",Up-To-Date,474,,
Isabella,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Isabella,under 5 years,"Unknown, other or suppressed",At Least One Dose,37,,
Isabella,under 5 years,"Unknown, other or suppressed",Up-To-Date,3,,
Jackson,12-15 years,"Unknown, other or suppressed",At Least One Dose,104,,
Jackson,12-15 years,"Unknown, other or suppressed",Up-To-Date,29,,
Jackson,16-19 years,"Unknown, other or suppressed",At Least One Dose,274,,
Jackson,16-19 years,"Unknown, other or suppressed",Up-To-Date,43,,
Jackson,20-29 years,"Unknown, other or suppressed",At Least One Dose,1476,,
Jackson,20-29 years,"Unknown, other or suppressed",Up-To-Date,157,,
Jackson,30-39 years,"Unknown, other or suppressed",At Least One Dose,2026,,
Jackson,30-39 years,"Unknown, other or suppressed",Up-To-Date,242,,
Jackson,40-49 years,"Unknown, other or suppressed",At Least One Dose,2310,,
Jackson,40-49 years,"Unknown, other or suppressed",Up-To-Date,276,,
Jackson,5-11 years,"Unknown, other or suppressed",At Least One Dose,123,,
Jackson,5-11 years,"Unknown, other or suppressed",Up-To-Date,26,,
Jackson,50-64 years,"Unknown, other or suppressed",At Least One Dose,3787,,
Jackson,50-64 years,"Unknown, other or suppressed",Up-To-Date,785,,
Jackson,65-74 years,"Unknown, other or suppressed",At Least One Dose,2215,,
Jackson,65-74 years,"Unknown, other or suppressed",Up-To-Date,914,,
Jackson,75+ years,"Unknown, other or suppressed",At Least One Dose,2441,,
Jackson,75+ years,"Unknown, other or suppressed",Up-To-Date,954,,
Jackson,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Jackson,under 5 years,"Unknown, other or suppressed",At Least One Dose,31,,
Jackson,under 5 years,"Unknown, other or suppressed",Up-To-Date,17,,
Kalamazoo,12-15 years,"Unknown, other or suppressed",At Least One Dose,534,,
Kalamazoo,12-15 years,"Unknown, other or suppressed",Up-To-Date,123,,
Kalamazoo,16-19 years,"Unknown, other or suppressed",At Least One Dose,1024,,
Kalamazoo,16-19 years,"Unknown, other or suppressed",Up-To-Date,173,,
Kalamazoo,20-29 years,"Unknown, other or suppressed",At Least One Dose,5622,,
Kalamazoo,20-29 years,"Unknown, other or suppressed",Up-To-Date,690,,
Kalamazoo,30-39 years,"Unknown, other or suppressed",At Least One Dose,5380,,
Kalamazoo,30-39 years,"Unknown, other or suppressed",Up-To-Date,1146,,
Kalamazoo,40-49 years,"Unknown, other or suppressed",At Least One Dose,4108,,
Kalamazoo,40-49 years,"Unknown, other or suppressed",Up-To-Date,981,,
Kalamazoo,5-11 years,"Unknown, other or suppressed",At Least One Dose,696,,
Kalamazoo,5-11 years,"Unknown, other or suppressed",Up-To-Date,141,,
Kalamazoo,50-64 years,"Unknown, other or suppressed",At Least One Dose,5276,,
Kalamazoo,50-64 years,"Unknown, other or suppressed",Up-To-Date,1574,,
Kalamazoo,65-74 years,"Unknown, other or suppressed",At Least One Dose,3188,,
Kalamazoo,65-74 years,"Unknown, other or suppressed",Up-To-Date,1629,,
Kalamazoo,75+ years,"Unknown, other or suppressed",At Least One Dose,3366,,
Kalamazoo,75+ years,"Unknown, other or suppressed",Up-To-Date,1676,,
Kalamazoo,missing,"Unknown, other or suppressed",At Least One Dose,6,,
Kalamazoo,under 5 years,"Unknown, other or suppressed",At Least One Dose,146,,
Kalamazoo,under 5 years,"Unknown, other or suppressed",Up-To-Date,24,,
Kalkaska,12-15 years,"Unknown, other or suppressed",At Least One Dose,22,,
Kalkaska,12-15 years,"Unknown, other or suppressed",Up-To-Date,2,,
Kalkaska,16-19 years,"Unknown, other or suppressed",At Least One Dose,38,,
Kalkaska,16-19 years,"Unknown, other or suppressed",Up-To-Date,6,,
Kalkaska,20-29 years,"Unknown, other or suppressed",At Least One Dose,174,,
Kalkaska,20-29 years,"Unknown, other or suppressed",Up-To-Date,21,,
Kalkaska,30-39 years,"Unknown, other or suppressed",At Least One Dose,187,,
Kalkaska,30-39 years,"Unknown, other or suppressed",Up-To-Date,21,,
Kalkaska,40-49 years,"Unknown, other or suppressed",At Least One Dose,240,,
Kalkaska,40-49 years,"Unknown, other or suppressed",Up-To-Date,36,,
Kalkaska,5-11 years,"Unknown, other or suppressed",At Least One Dose,14,,
Kalkaska,5-11 years,"Unknown, other or suppressed",Up-To-Date,1,,
Kalkaska,50-64 years,"Unknown, other or suppressed",At Least One Dose,627,,
Kalkaska,50-64 years,"Unknown, other or suppressed",Up-To-Date,142,,
Kalkaska,65-74 years,"Unknown, other or suppressed",At Least One Dose,673,,
Kalkaska,65-74 years,"Unknown, other or suppressed",Up-To-Date,265,,
Kalkaska,75+ years,"Unknown, other or suppressed",At Least One Dose,812,,
Kalkaska,75+ years,"Unknown, other or suppressed",Up-To-Date,320,,
Kalkaska,under 5 years,"Unknown, other or suppressed",At Least One Dose,3,,
Kalkaska,under 5 years,"Unknown, other or suppressed",Up-To-Date,1,,
Kent,12-15 years,"Unknown, other or suppressed",At Least One Dose,904,,
Kent,12-15 years,"Unknown, other or suppressed",Up-To-Date,209,,
Kent,16-19 years,"Unknown, other or suppressed",At Least One Dose,1980,,
Kent,16-19 years,"Unknown, other or suppressed",Up-To-Date,437,,
Kent,20-29 years,"Unknown, other or suppressed",At Least One Dose,9995,,
Kent,20-29 years,"Unknown, other or suppressed",Up-To-Date,1547,,
Kent,30-39 years,"Unknown, other or suppressed",At Least One Dose,11169,,
Kent,30-39 years,"Unknown, other or suppressed",Up-To-Date,2381,,
Kent,40-49 years,"Unknown, other or suppressed",At Least One Dose,7524,,
Kent,40-49 years,"Unknown, other or suppressed",Up-To-Date,1736,,
Kent,5-11 years,"Unknown, other or suppressed",At Least One Dose,1680,,
Kent,5-11 years,"Unknown, other or suppressed",Up-To-Date,434,,
Kent,50-64 years,"Unknown, other or suppressed",At Least One Dose,10269,,
Kent,50-64 years,"Unknown, other or suppressed",Up-To-Date,2916,,
Kent,65-74 years,"Unknown, other or suppressed",At Least One Dose,6068,,
Kent,65-74 years,"Unknown, other or suppressed",Up-To-Date,2989,,
Kent,75+ years,"Unknown, other or suppressed",At Least One Dose,6149,,
Kent,75+ years,"Unknown, other or suppressed",Up-To-Date,2822,,
Kent,missing,"Unknown, other or suppressed",At Least One Dose,4,,
Kent,under 5 years,"Unknown, other or suppressed",At Least One Dose,667,,
Kent,under 5 years,"Unknown, other or suppressed",Up-To-Date,146,,
Keweenaw,12-15 years,"Unknown, other or suppressed",At Least One Dose,0,,
Keweenaw,12-15 years,"Unknown, other or suppressed",Up-To-Date,2,,
Keweenaw,16-19 years,"Unknown, other or suppressed",At Least One Dose,7,,
Keweenaw,16-19 years,"Unknown, other or suppressed",Up-To-Date,4,,
Keweenaw,20-29 years,"Unknown, other or suppressed",At Least One Dose,21,,
Keweenaw,20-29 years,"Unknown, other or suppressed",Up-To-Date,5,,
Keweenaw,30-39 years,"Unknown, other or suppressed",At Least One Dose,31,,
Keweenaw,30-39 years,"Unknown, other or suppressed",Up-To-Date,10,,
Keweenaw,40-49 years,"Unknown, other or suppressed",At Least One Dose,46,,
Keweenaw,40-49 years,"Unknown, other or suppressed",Up-To-Date,5,,
Keweenaw,5-11 years,"Unknown, other or suppressed",At Least One Dose,5,,
Keweenaw,5-11 years,"Unknown, other or suppressed",Up-To-Date,2,,
Keweenaw,50-64 years,"Unknown, other or suppressed",At Least One Dose,116,,
Keweenaw,50-64 years,"Unknown, other or suppressed",Up-To-Date,29,,
Keweenaw,65-74 years,"Unknown, other or suppressed",At Least One Dose,123,,
Keweenaw,65-74 years,"Unknown, other or suppressed",Up-To-Date,68,,
Keweenaw,75+ years,"Unknown, other or suppressed",At Least One Dose,98,,
Keweenaw,75+ years,"Unknown, other or suppressed",Up-To-Date,49,,
Keweenaw,under 5 years,"Unknown, other or suppressed",At Least One Dose,5,,
Keweenaw,under 5 years,"Unknown, other or suppressed",Up-To-Date,1,,
Lake,12-15 years,"Unknown, other or suppressed",At Least One Dose,18,,
Lake,12-15 years,"Unknown, other or suppressed",Up-To-Date,0,,
Lake,16-19 years,"Unknown, other or suppressed",At Least One Dose,29,,
Lake,16-19 years,"Unknown, other or suppressed",Up-To-Date,12,,
Lake,20-29 years,"Unknown, other or suppressed",At Least One Dose,141,,
Lake,20-29 years,"Unknown, other or suppressed",Up-To-Date,6,,
Lake,30-39 years,"Unknown, other or suppressed",At Least One Dose,583,,
Lake,30-39 years,"Unknown, other or suppressed",Up-To-Date,11,,
Lake,40-49 years,"Unknown, other or suppressed",At Least One Dose,727,,
Lake,40-49 years,"Unknown, other or suppressed",Up-To-Date,9,,
Lake,5-11 years,"Unknown, other or suppressed",At Least One Dose,6,,
Lake,5-11 years,"Unknown, other or suppressed",Up-To-Date,1,,
Lake,50-64 years,"Unknown, other or suppressed",At Least One Dose,620,,
Lake,50-64 years,"Unknown, other or suppressed",Up-To-Date,57,,
Lake,65-74 years,"Unknown, other or suppressed",At Least One Dose,275,,
Lake,65-74 years,"Unknown, other or suppressed",Up-To-Date,87,,
Lake,75+ years,"Unknown, other or suppressed",At Least One Dose,187,,
Lake,75+ years,"Unknown, other or suppressed",Up-To-Date,86,,
Lake,missing,"Unknown, other or suppressed",At Least One Dose,4,,
Lake,under 5 years,"Unknown, other or suppressed",At Least One Dose,12,,
Lake,under 5 years,"Unknown, other or suppressed",Up-To-Date,2,,
Lapeer,12-15 years,"Unknown, other or suppressed",At Least One Dose,72,,
Lapeer,12-15 years,"Unknown, other or suppressed",Up-To-Date,15,,
Lapeer,16-19 years,"Unknown, other or suppressed",At Least One Dose,188,,
Lapeer,16-19 years,"Unknown, other or suppressed",Up-To-Date,22,,
Lapeer,20-29 years,"Unknown, other or suppressed",At Least One Dose,818,,
Lapeer,20-29 years,"Unknown, other or suppressed",Up-To-Date,54,,
Lapeer,30-39 years,"Unknown, other or suppressed",At Least One Dose,951,,
Lapeer,30-39 years,"Unknown, other or suppressed",Up-To-Date,73,,
Lapeer,40-49 years,"Unknown, other or suppressed",At Least One Dose,1066,,
Lapeer,40-49 years,"Unknown, other or suppressed",Up-To-Date,104,,
Lapeer,5-11 years,"Unknown, other or suppressed",At Least One Dose,56,,
Lapeer,5-11 years,"Unknown, other or suppressed",Up-To-Date,6,,
Lapeer,50-64 years,"Unknown, other or suppressed",At Least One Dose,2617,,
Lapeer,50-64 years,"Unknown, other or suppressed",Up-To-Date,375,,
Lapeer,65-74 years,"Unknown, other or suppressed",At Least One Dose,1820,,
Lapeer,65-74 years,"Unknown, other or suppressed",Up-To-Date,596,,
Lapeer,75+ years,"Unknown, other or suppressed",At Least One Dose,1626,,
Lapeer,75+ years,"Unknown, other or suppressed",Up-To-Date,540,,
Lapeer,missing,"Unknown, other or suppressed",At Least One Dose,2,,
Lapeer,under 5 years,"Unknown, other or suppressed",At Least One Dose,19,,
Lapeer,under 5 years,"Unknown, other or suppressed",Up-To-Date,1,,
Leelanau,12-15 years,"Unknown, other or suppressed",At Least One Dose,67,,
Leelanau,12-15 years,"Unknown, other or suppressed",Up-To-Date,13,,
Leelanau,16-19 years,"Unknown, other or suppressed",At Least One Dose,96,,
Leelanau,16-19 years,"Unknown, other or suppressed",Up-To-Date,20,,
Leelanau,20-29 years,"Unknown, other or suppressed",At Least One Dose,227,,
Leelanau,20-29 years,"Unknown, other or suppressed",Up-To-Date,35,,
Leelanau,30-39 years,"Unknown, other or suppressed",At Least One Dose,329,,
Leelanau,30-39 years,"Unknown, other or suppressed",Up-To-Date,61,,
Leelanau,40-49 years,"Unknown, other or suppressed",At Least One Dose,326,,
Leelanau,40-49 years,"Unknown, other or suppressed",Up-To-Date,102,,
Leelanau,5-11 years,"Unknown, other or suppressed",At Least One Dose,55,,
Leelanau,5-11 years,"Unknown, other or suppressed",Up-To-Date,26,,
Leelanau,50-64 years,"Unknown, other or suppressed",At Least One Dose,649,,
Leelanau,50-64 years,"Unknown, other or suppressed",Up-To-Date,224,,
Leelanau,65-74 years,"Unknown, other or suppressed",At Least One Dose,696,,
Leelanau,65-74 years,"Unknown, other or suppressed",Up-To-Date,377,,
Leelanau,75+ years,"Unknown, other or suppressed",At Least One Dose,696,,
Leelanau,75+ years,"Unknown, other or suppressed",Up-To-Date,340,,
Leelanau,under 5 years,"Unknown, other or suppressed",At Least One Dose,29,,
Leelanau,under 5 years,"Unknown, other or suppressed",Up-To-Date,1,,
Lenawee,12-15 years,"Unknown, other or suppressed",At Least One Dose,91,,
Lenawee,12-15 years,"Unknown, other or suppressed",Up-To-Date,16,,
Lenawee,16-19 years,"Unknown, other or suppressed",At Least One Dose,206,,
Lenawee,16-19 years,"Unknown, other or suppressed",Up-To-Date,32,,
Lenawee,20-29 years,"Unknown, other or suppressed",At Least One Dose,959,,
Lenawee,20-29 years,"Unknown, other or suppressed",Up-To-Date,85,,
